,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_IS_NO,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
6972,0,1,0,0,56,1,1,0,1,1,1,1,1,1,111.95,6418.9,1,False,True,False,False,True,False,False,False,True,False
2790,0,0,0,0,50,1,1,1,1,0,1,1,1,1,109.65,5551.15,1,False,True,False,False,False,True,False,False,True,False
3385,1,0,0,0,12,1,1,0,0,0,0,1,1,1,96.05,1148.1,1,False,True,False,True,False,False,False,False,True,False
2776,1,1,1,0,16,1,0,0,1,0,0,0,0,1,74.3,1178.25,1,False,True,False,True,False,False,False,True,False,False
943,0,0,1,0,72,0,0,1,1,1,1,1,1,0,65.5,4919.7,0,True,False,False,False,False,True,True,False,False,False
5967,1,1,0,0,4,0,0,0,0,0,0,0,0,1,25.2,102.5,1,True,False,False,True,False,False,True,False,False,False
1401,0,1,0,0,4,1,0,0,1,1,0,1,1,1,99.8,442.85,1,False,True,False,True,False,False,False,True,False,False
2236,1,1,0,0,5,1,0,0,0,0,0,0,0,1,71.45,371.6,0,False,True,False,True,False,False,False,False,False,True
5499,1,1,0,0,15,1,0,0,0,0,0,0,1,1,79.4,1156.1,1,False,True,False,True,False,False,False,False,True,False
3999,0,1,0,0,2,1,0,0,0,0,0,0,0,1,69.6,131.65,1,False,True,False,True,False,False,False,False,True,False
3975,0,1,0,0,20,1,1,0,0,0,0,0,1,1,85.8,1727.5,1,False,True,False,True,False,False,False,True,False,False
4061,0,0,0,0,14,1,0,1,0,0,0,0,0,0,50.1,709.5,0,True,False,False,True,False,False,True,False,False,False
901,0,0,0,0,9,1,1,0,0,1,0,1,1,0,98.3,923.5,1,False,True,False,True,False,False,False,True,False,False
1050,1,1,0,0,12,0,0,0,0,1,1,0,1,1,43.65,526.95,1,True,False,False,True,False,False,False,False,True,False
225,1,0,0,0,24,0,0,1,0,0,0,1,1,1,50.6,1288.75,0,True,False,False,False,True,False,False,False,False,True
985,0,1,1,0,33,1,1,0,1,0,0,0,0,1,80.6,2656.5,1,False,True,False,True,False,False,True,False,False,False
4027,0,0,1,0,20,0,0,0,0,0,0,0,0,1,24.45,482.8,1,True,False,False,True,False,False,False,False,True,False
6236,1,1,1,0,33,1,1,0,1,0,0,1,1,1,100.6,3270.25,0,False,True,False,True,False,False,True,False,False,False
4618,1,1,0,0,4,1,0,0,0,1,0,1,1,1,94.75,422.4,0,False,True,False,True,False,False,False,False,True,False
4561,0,0,1,1,8,1,1,0,1,0,0,0,0,0,55.75,446.8,0,True,False,False,True,False,False,False,False,True,False
1032,0,1,0,0,8,1,0,0,0,1,0,1,1,1,92.1,729.95,1,False,True,False,True,False,False,False,False,True,False
4265,1,1,1,0,66,1,1,0,0,0,1,1,1,1,100.05,6871.9,1,False,True,False,True,False,False,False,True,False,False
1049,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.65,19.65,1,False,False,True,True,False,False,False,False,False,True
6518,1,0,0,0,1,1,0,0,0,0,0,0,0,0,45.3,45.3,1,True,False,False,True,False,False,False,False,True,False
2555,0,0,0,0,8,1,0,1,0,0,0,1,0,1,60.0,487.75,0,True,False,False,True,False,False,False,False,True,False
4043,1,1,1,0,59,0,0,1,0,1,1,1,1,1,64.05,3886.85,0,True,False,False,False,False,True,False,True,False,False
6653,0,0,0,0,28,0,0,0,0,1,0,0,0,1,29.75,790.7,0,True,False,False,True,False,False,False,False,False,True
4983,0,1,1,0,40,0,0,0,1,0,0,1,0,1,39.3,1637.4,1,True,False,False,True,False,False,False,False,True,False
5120,1,0,1,1,7,1,0,1,0,0,0,0,0,1,49.75,331.3,1,True,False,False,False,True,False,False,False,True,False
5783,0,1,0,0,1,1,0,0,0,0,0,1,1,1,89.3,89.3,1,False,True,False,True,False,False,False,False,True,False
3950,1,1,0,0,49,1,1,0,0,0,0,1,1,1,96.2,4718.25,1,False,True,False,True,False,False,False,False,True,False
5815,1,1,0,0,9,1,1,0,0,0,0,0,1,1,85.05,746.5,1,False,True,False,True,False,False,False,False,True,False
5880,1,0,0,0,3,0,0,0,1,0,0,0,0,1,29.6,79.45,1,True,False,False,True,False,False,False,False,True,False
2804,1,0,1,0,9,0,0,0,0,0,0,0,0,0,24.1,259.8,1,True,False,False,False,True,False,True,False,False,False
3308,0,0,1,0,15,1,1,0,0,0,0,0,0,0,25.2,387.9,0,False,False,True,False,False,True,False,False,False,True
3958,1,0,1,0,16,1,1,0,0,0,0,0,0,1,73.85,1284.2,1,False,True,False,True,False,False,True,False,False,False
1888,0,0,0,0,23,1,0,0,1,1,0,0,0,0,55.8,1327.85,0,True,False,False,False,True,False,True,False,False,False
2686,1,1,0,0,19,1,1,0,0,1,0,0,0,1,79.85,1471.75,1,False,True,False,True,False,False,False,False,True,False
5652,0,0,0,0,1,1,0,0,1,0,0,0,0,1,48.6,48.6,0,True,False,False,True,False,False,False,False,True,False
5497,1,0,1,1,49,0,0,0,1,0,0,1,1,1,51.8,2541.25,1,True,False,False,False,True,False,True,False,False,False
6486,0,0,1,0,5,1,1,0,0,1,1,1,0,0,67.95,350.3,1,True,False,False,True,False,False,True,False,False,False
4411,0,0,1,0,57,0,0,1,0,1,1,0,1,1,49.9,2782.4,0,True,False,False,True,False,False,True,False,False,False
1862,0,1,0,0,52,0,0,0,1,1,1,1,0,1,50.5,2566.3,0,True,False,False,True,False,False,False,False,True,False
3356,0,0,1,1,4,1,1,0,0,0,0,0,0,0,50.85,239.55,1,True,False,False,True,False,False,False,False,False,True
2761,0,1,0,0,10,0,0,0,0,0,0,0,1,1,34.7,329.8,1,True,False,False,True,False,False,False,False,True,False
5261,1,1,1,0,54,1,1,0,1,1,1,1,1,1,110.45,6077.75,0,False,True,False,False,False,True,False,False,True,False
2431,1,1,0,0,2,0,0,0,0,0,0,0,0,1,24.45,47.5,1,True,False,False,True,False,False,False,False,False,True
2853,0,0,0,0,60,1,1,0,0,1,0,0,0,1,79.2,4765.0,0,False,True,False,False,True,False,True,False,False,False
4052,0,1,0,0,30,0,0,0,0,1,0,1,0,1,40.3,1172.95,1,True,False,False,True,False,False,False,False,True,False
1002,1,0,1,1,4,1,0,0,0,0,0,0,0,1,69.55,284.9,0,False,True,False,True,False,False,False,False,False,True
948,1,1,0,0,35,1,1,0,0,1,0,1,1,1,99.05,3395.8,1,False,True,False,True,False,False,False,False,True,False
6549,0,0,0,0,1,1,0,0,0,0,0,0,1,1,56.25,56.25,1,True,False,False,True,False,False,False,False,True,False
1694,0,0,0,0,1,0,0,0,0,0,0,1,0,1,34.7,34.7,1,True,False,False,True,False,False,False,False,True,False
4043,1,1,1,0,59,0,0,1,0,1,1,1,1,1,64.05,3886.85,0,True,False,False,False,False,True,False,True,False,False
3652,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.25,25.25,1,True,False,False,True,False,False,False,False,True,False
3785,1,1,1,0,10,1,1,0,0,1,0,0,1,1,89.8,914.3,1,False,True,False,True,False,False,False,False,True,False
6813,0,0,1,0,64,0,0,1,0,1,1,0,1,0,47.85,3147.5,1,True,False,False,False,False,True,False,False,True,False
5481,1,1,0,0,1,1,1,0,0,0,0,0,0,1,73.65,73.65,1,False,True,False,True,False,False,False,False,True,False
5397,1,0,0,0,6,1,0,0,1,0,0,1,0,1,84.85,523.5,1,False,True,False,True,False,False,False,False,True,False
5138,1,1,0,0,71,1,1,0,1,0,1,1,1,1,106.8,7623.2,0,False,True,False,False,False,True,False,False,True,False
4957,1,0,0,0,13,1,0,0,0,0,0,0,0,1,20.4,251.65,0,False,False,True,True,False,False,False,False,True,False
3330,1,1,0,0,51,1,1,0,0,1,0,1,1,1,97.8,4913.3,1,False,True,False,True,False,False,False,False,True,False
6777,1,0,1,0,3,0,0,0,0,0,1,0,0,1,29.9,92.25,0,True,False,False,True,False,False,False,False,True,False
5127,1,0,0,0,67,1,1,1,1,1,1,1,1,1,118.35,7804.15,1,False,True,False,False,True,False,True,False,False,False
4659,0,0,1,1,65,1,1,1,0,1,0,1,1,1,104.3,6725.3,0,False,True,False,False,False,True,False,True,False,False
2577,0,0,0,0,1,1,1,0,0,0,0,1,1,1,94.6,94.6,1,False,True,False,True,False,False,False,False,True,False
5942,0,0,1,0,9,0,0,0,0,1,0,1,1,1,48.75,442.2,1,True,False,False,True,False,False,False,False,True,False
6758,1,0,0,0,27,1,0,0,0,0,0,0,0,1,19.4,460.25,0,False,False,True,True,False,False,False,True,False,False
6952,0,0,0,0,48,1,1,0,1,1,0,1,1,1,107.4,5121.3,1,False,True,False,True,False,False,True,False,False,False
2431,1,1,0,0,2,0,0,0,0,0,0,0,0,1,24.45,47.5,1,True,False,False,True,False,False,False,False,False,True
1572,0,1,0,0,3,1,0,0,0,0,0,0,0,0,45.0,127.1,1,True,False,False,True,False,False,False,False,True,False
2285,1,0,1,0,53,1,1,1,0,1,0,0,1,0,93.9,5029.2,1,False,True,False,True,False,False,False,False,True,False
5123,0,1,0,0,15,1,0,0,1,0,0,0,0,1,75.3,1147.45,1,False,True,False,True,False,False,False,True,False,False
3917,1,1,0,0,1,1,0,0,0,0,0,0,0,0,69.1,69.1,1,False,True,False,True,False,False,False,False,True,False
3484,0,1,1,0,38,1,0,1,0,0,0,0,1,1,83.45,3147.15,0,False,True,False,True,False,False,False,False,True,False
881,1,1,0,0,26,1,0,0,0,0,0,0,0,0,19.3,504.2,0,False,False,True,False,True,False,False,True,False,False
498,0,1,0,0,5,0,0,0,1,0,0,0,0,0,28.45,131.05,1,True,False,False,True,False,False,False,False,True,False
3248,1,1,1,0,10,1,1,0,0,0,0,0,1,1,86.65,856.65,1,False,True,False,True,False,False,False,False,True,False
5399,0,0,0,0,50,1,0,0,0,0,0,0,0,0,19.75,989.05,0,False,False,True,False,True,False,True,False,False,False
5147,1,0,0,0,28,0,0,0,0,0,1,0,0,1,30.1,810.85,0,True,False,False,True,False,False,False,True,False,False
5017,0,0,1,0,41,0,0,0,1,0,1,0,0,0,35.45,1391.65,0,True,False,False,False,True,False,False,False,False,True
933,0,1,0,0,4,1,1,0,0,0,0,0,1,1,84.6,360.1,1,False,True,False,True,False,False,False,False,True,False
4740,1,1,1,0,24,0,0,1,0,0,0,0,1,0,39.1,971.3,1,True,False,False,True,False,False,True,False,False,False
6514,1,0,1,0,72,0,0,1,1,1,1,1,1,1,64.7,4746.05,0,True,False,False,False,False,True,False,False,True,False
1880,1,0,0,0,2,1,1,0,0,0,0,0,1,1,86.0,165.45,1,False,True,False,True,False,False,False,False,True,False
1482,0,1,0,0,13,1,0,0,0,1,0,1,1,1,96.85,1235.55,0,False,True,False,True,False,False,False,False,True,False
6675,0,0,0,0,36,1,1,0,1,0,1,0,1,1,70.7,2511.95,0,True,False,False,False,True,False,False,False,False,True
5702,1,1,1,1,71,1,1,1,1,0,0,1,1,1,105.1,7548.1,1,False,True,False,True,False,False,False,True,False,False
5259,1,1,1,0,30,1,1,0,0,0,0,0,0,0,77.9,2351.45,0,False,True,False,True,False,False,False,False,False,True
5131,0,0,1,0,44,1,1,0,0,0,0,1,1,1,96.1,4364.1,1,False,True,False,True,False,False,False,False,True,False
5284,0,1,0,0,5,0,0,0,0,0,0,1,1,0,45.7,198.0,1,True,False,False,True,False,False,False,False,True,False
3370,0,0,1,1,53,0,0,1,1,1,0,0,1,1,48.7,2495.2,0,True,False,False,True,False,False,True,False,False,False
3185,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.05,25.05,1,True,False,False,True,False,False,False,False,False,True
29,0,0,0,1,17,1,0,0,0,0,0,1,1,1,64.7,1093.1,1,True,False,False,True,False,False,False,False,False,True
2896,1,0,0,0,13,1,0,0,0,0,0,0,0,1,19.95,253.8,0,False,False,True,False,True,False,False,False,True,False
5564,1,0,0,0,35,1,1,1,0,0,0,0,0,0,55.25,1924.1,0,True,False,False,False,False,True,False,False,False,True
4740,1,1,1,0,24,0,0,1,0,0,0,0,1,0,39.1,971.3,1,True,False,False,True,False,False,True,False,False,False
6961,0,0,1,0,24,1,1,0,0,0,0,0,0,1,75.4,1747.85,1,False,True,False,True,False,False,False,True,False,False
2844,0,1,1,0,4,1,1,1,0,0,0,1,1,1,99.6,347.65,1,False,True,False,True,False,False,False,False,True,False
4180,0,1,0,0,2,0,0,0,0,0,0,0,0,0,24.35,41.85,1,True,False,False,True,False,False,False,False,True,False
6964,0,0,1,0,49,0,0,0,1,0,1,1,1,1,56.3,2780.6,0,True,False,False,False,True,False,False,True,False,False
1559,0,0,0,0,2,1,0,0,0,0,0,0,0,0,20.35,45.3,0,False,False,True,True,False,False,False,False,False,True
3976,0,0,0,0,4,0,0,0,0,0,0,0,0,1,24.45,86.6,1,True,False,False,True,False,False,False,False,True,False
1821,1,1,1,0,32,1,1,0,0,0,0,0,1,0,85.3,2661.1,1,False,True,False,True,False,False,False,False,True,False
2382,0,0,0,0,29,0,0,1,1,0,1,0,0,0,39.5,1082.75,0,True,False,False,False,True,False,False,True,False,False
4699,0,0,1,0,49,1,1,1,1,1,1,0,1,0,106.65,5174.35,0,False,True,False,False,False,True,False,True,False,False
2283,1,0,0,0,1,1,0,0,0,0,0,0,0,1,71.55,71.55,1,False,True,False,True,False,False,False,False,False,True
5876,0,1,0,0,1,1,0,0,1,0,0,0,1,1,86.0,86.0,1,False,True,False,True,False,False,False,False,True,False
5811,1,0,1,0,61,1,1,0,1,1,0,1,1,0,80.9,4932.5,0,True,False,False,False,False,True,True,False,False,False
4835,1,0,1,0,65,1,1,1,0,1,0,1,1,1,104.25,6812.95,0,False,True,False,True,False,False,False,False,True,False
1639,1,1,0,0,17,1,0,0,0,0,0,0,0,1,45.05,770.6,1,True,False,False,True,False,False,False,False,True,False
1892,1,1,0,0,4,0,0,0,1,0,0,1,1,1,50.95,207.35,0,True,False,False,True,False,False,False,True,False,False
5985,0,0,1,0,57,1,1,0,1,1,1,1,0,0,74.6,4368.95,0,True,False,False,False,True,False,True,False,False,False
6039,1,1,1,0,27,0,0,0,0,0,0,0,1,0,36.5,1032.0,1,True,False,False,True,False,False,True,False,False,False
7023,0,1,1,0,63,1,1,0,1,1,0,1,1,1,103.5,6479.4,0,False,True,False,True,False,False,False,False,True,False
6144,1,1,1,0,23,1,0,1,1,0,0,0,1,1,90.0,2024.1,0,False,True,False,True,False,False,False,False,True,False
5039,0,1,0,0,2,1,0,0,0,0,0,0,1,1,79.6,195.05,1,False,True,False,True,False,False,False,False,True,False
610,1,0,1,1,9,0,0,0,1,0,0,0,0,1,29.95,248.95,1,True,False,False,True,False,False,False,False,True,False
1511,0,0,1,1,67,1,0,0,0,0,0,0,0,1,19.25,1372.9,0,False,False,True,False,False,True,True,False,False,False
1696,1,0,0,0,3,1,1,0,0,0,0,0,1,1,85.3,264.8,1,False,True,False,True,False,False,False,False,True,False
1290,1,1,1,0,72,1,1,1,1,1,0,1,1,0,84.45,5899.85,0,True,False,False,False,False,True,False,True,False,False
6333,0,1,0,0,60,1,1,0,0,1,1,1,1,1,106.0,6441.4,1,False,True,False,False,True,False,False,False,True,False
2662,1,0,0,0,2,0,0,0,0,1,0,1,1,1,49.25,90.35,1,True,False,False,True,False,False,False,False,True,False
5884,1,1,1,0,46,0,0,0,1,1,1,1,1,1,59.9,2816.65,1,True,False,False,False,True,False,True,False,False,False
3925,0,0,1,0,37,1,1,0,1,0,1,0,1,0,72.1,2658.4,0,True,False,False,False,True,False,False,False,False,True
674,1,1,0,0,52,0,0,0,1,0,0,1,1,1,49.15,2550.9,1,True,False,False,True,False,False,False,False,True,False
5183,0,1,1,1,34,1,1,0,1,0,0,0,0,1,79.6,2718.3,1,False,True,False,True,False,False,False,False,False,True
5760,1,1,1,0,16,1,0,0,0,1,1,0,1,1,91.55,1540.05,0,False,True,False,True,False,False,False,False,True,False
3305,1,1,0,0,38,1,1,0,0,0,0,1,1,0,94.75,3653.0,0,False,True,False,True,False,False,False,False,True,False
3805,1,1,0,0,1,1,0,0,0,0,0,0,0,1,71.65,71.65,1,False,True,False,True,False,False,False,False,True,False
2918,1,1,1,0,8,0,0,0,1,1,0,0,1,1,43.35,371.4,0,True,False,False,True,False,False,False,False,False,True
5583,0,1,1,0,26,1,0,0,1,0,0,0,1,0,84.95,2169.75,1,False,True,False,True,False,False,False,False,True,False
5394,0,0,1,0,48,1,1,0,1,0,1,1,1,1,105.1,5083.55,0,False,True,False,True,False,False,False,True,False,False
4288,1,0,0,1,3,1,1,0,0,1,0,0,1,0,91.85,257.05,1,False,True,False,True,False,False,False,False,True,False
4453,1,0,1,0,10,1,1,0,0,1,0,1,1,1,98.5,1037.75,1,False,True,False,True,False,False,False,False,True,False
5884,1,1,1,0,46,0,0,0,1,1,1,1,1,1,59.9,2816.65,1,True,False,False,False,True,False,True,False,False,False
5636,1,0,1,0,14,0,0,0,0,0,0,1,1,0,46.35,667.7,1,True,False,False,True,False,False,False,False,True,False
5759,0,0,0,0,1,1,0,0,0,0,0,0,0,1,70.15,70.15,1,False,True,False,True,False,False,False,False,False,True
5583,0,1,1,0,26,1,0,0,1,0,0,0,1,0,84.95,2169.75,1,False,True,False,True,False,False,False,False,True,False
283,0,0,0,0,68,1,1,1,0,0,0,0,0,0,54.45,3687.75,0,True,False,False,True,False,False,False,False,False,True
5043,1,1,0,0,19,1,1,1,0,0,0,1,0,1,90.6,1660.0,1,False,True,False,True,False,False,False,False,True,False
6601,1,1,1,0,72,1,1,0,1,1,1,1,1,0,109.7,7898.45,0,False,True,False,False,False,True,False,True,False,False
3061,1,1,0,0,23,1,1,0,1,1,0,1,1,1,106.4,2483.5,1,False,True,False,True,False,False,False,False,True,False
6266,1,1,0,0,33,1,1,0,1,1,0,0,0,1,83.85,2716.3,1,False,True,False,True,False,False,False,True,False,False
1296,0,1,0,0,20,1,0,0,0,0,0,1,0,0,80.7,1614.2,0,False,True,False,True,False,False,True,False,False,False
4054,0,1,0,0,34,0,0,0,1,1,0,1,1,1,56.25,1765.95,0,True,False,False,True,False,False,False,False,True,False
4476,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.9,20.9,1,False,False,True,True,False,False,False,False,False,True
1499,1,1,1,0,64,1,1,0,1,1,0,0,1,1,94.25,6081.4,0,False,True,False,True,False,False,False,False,True,False
5299,0,1,1,0,28,1,1,0,0,0,1,1,1,1,101.3,2812.2,1,False,True,False,True,False,False,False,True,False,False
4391,0,0,0,0,9,1,0,0,0,0,1,1,0,1,59.5,530.05,0,True,False,False,True,False,False,True,False,False,False
582,0,1,0,0,4,1,1,0,0,1,0,1,0,1,89.2,346.2,1,False,True,False,True,False,False,False,False,True,False
2452,1,1,0,0,15,1,1,0,0,0,0,0,0,1,74.2,1133.9,1,False,True,False,True,False,False,False,True,False,False
4883,1,1,0,0,8,0,0,0,0,1,0,0,0,1,29.4,221.9,1,True,False,False,True,False,False,False,False,True,False
382,1,1,1,1,72,0,0,1,1,1,1,1,1,1,64.8,4732.35,0,True,False,False,False,False,True,True,False,False,False
4984,0,0,0,0,42,1,0,1,1,1,0,0,0,0,59.65,2536.55,0,True,False,False,True,False,False,True,False,False,False
6207,1,1,0,0,46,1,0,1,0,0,0,0,1,0,85.0,3969.4,1,False,True,False,True,False,False,False,False,True,False
4899,0,0,0,1,4,1,1,0,1,1,0,0,0,0,84.05,333.55,1,False,True,False,True,False,False,True,False,False,False
5123,0,1,0,0,15,1,0,0,1,0,0,0,0,1,75.3,1147.45,1,False,True,False,True,False,False,False,True,False,False
3190,1,0,1,1,66,0,0,0,0,1,1,1,1,0,54.65,3632.0,0,True,False,False,False,False,True,True,False,False,False
3185,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.05,25.05,1,True,False,False,True,False,False,False,False,False,True
674,1,1,0,0,52,0,0,0,1,0,0,1,1,1,49.15,2550.9,1,True,False,False,True,False,False,False,False,True,False
1081,1,1,1,0,46,1,1,0,0,1,0,1,1,1,98.85,4564.9,0,False,True,False,True,False,False,False,False,True,False
2251,1,0,0,0,11,1,0,0,0,1,0,1,1,1,69.35,712.25,0,True,False,False,True,False,False,False,False,True,False
3145,0,0,0,0,4,1,0,0,1,0,0,0,0,1,76.65,333.6,1,False,True,False,True,False,False,True,False,False,False
5815,1,1,0,0,9,1,1,0,0,0,0,0,1,1,85.05,746.5,1,False,True,False,True,False,False,False,False,True,False
1709,1,1,0,0,30,1,1,0,0,1,1,1,0,1,69.1,2093.9,0,True,False,False,False,False,True,False,True,False,False
2521,1,1,1,0,36,1,1,0,0,0,0,0,1,1,85.25,3132.75,1,False,True,False,True,False,False,False,True,False,False
5014,1,1,1,0,71,0,0,0,1,1,0,1,1,1,52.3,3765.05,0,True,False,False,True,False,False,True,False,False,False
6313,1,0,0,0,2,1,0,0,0,1,0,1,1,1,95.85,197.7,1,False,True,False,True,False,False,False,False,True,False
522,1,0,1,1,55,1,1,0,0,0,0,0,1,0,85.5,4713.4,0,False,True,False,True,False,False,True,False,False,False
3835,0,0,1,1,24,1,0,0,0,0,0,0,0,0,19.9,533.5,0,False,False,True,False,True,False,False,False,False,True
3289,0,0,0,1,41,1,1,0,1,0,0,1,0,1,88.5,3645.05,0,False,True,False,True,False,False,True,False,False,False
5149,0,0,0,0,62,1,0,0,0,0,0,0,0,1,19.2,1123.65,0,False,False,True,False,False,True,False,True,False,False
2262,0,0,0,0,2,1,0,0,0,0,0,1,0,1,80.2,146.05,1,False,True,False,True,False,False,False,False,True,False
2240,0,1,1,1,72,1,1,1,1,1,1,1,1,1,89.55,6448.85,0,True,False,False,False,False,True,False,True,False,False
226,0,0,1,1,31,1,0,1,0,1,1,1,1,1,81.15,2545.75,0,True,False,False,False,True,False,False,False,False,True
561,1,0,1,0,3,1,1,0,0,0,0,0,0,1,23.6,89.05,0,False,False,True,True,False,False,False,False,False,True
5651,0,0,1,0,42,1,1,0,0,1,1,0,0,1,84.3,3588.4,1,False,True,False,True,False,False,False,False,True,False
2906,0,0,1,1,6,1,0,0,0,0,1,0,0,1,48.8,297.35,0,True,False,False,True,False,False,False,False,False,True
6703,0,0,0,0,2,0,0,0,0,0,0,1,1,1,45.25,85.5,1,True,False,False,True,False,False,False,False,True,False
5884,1,1,1,0,46,0,0,0,1,1,1,1,1,1,59.9,2816.65,1,True,False,False,False,True,False,True,False,False,False
1897,1,1,1,0,30,1,0,0,1,0,0,0,0,1,50.4,1527.5,1,True,False,False,True,False,False,True,False,False,False
1854,1,1,0,0,1,0,0,0,1,1,0,0,1,1,43.3,43.3,1,True,False,False,True,False,False,False,False,True,False
6717,1,1,1,0,57,1,1,0,0,1,0,1,1,0,100.6,5746.15,1,False,True,False,True,False,False,False,False,True,False
6235,1,1,1,1,22,0,0,1,0,0,0,0,1,0,40.05,880.2,1,True,False,False,True,False,False,False,False,False,True
4232,0,0,0,0,1,1,0,0,0,0,0,0,0,1,69.95,69.95,1,False,True,False,True,False,False,False,False,False,True
6408,1,0,0,0,69,1,1,0,0,1,1,1,1,1,106.5,7348.8,1,False,True,False,False,False,True,True,False,False,False
4063,0,0,0,0,10,1,1,0,1,1,0,0,1,1,94.85,953.45,1,False,True,False,True,False,False,False,False,True,False
5648,0,1,1,1,28,0,0,0,1,0,0,0,1,1,39.1,1096.6,0,True,False,False,False,True,False,False,False,True,False
1944,1,0,0,1,8,0,0,0,0,0,0,0,0,0,25.5,215.2,1,True,False,False,True,False,False,False,False,False,True
3076,0,0,0,0,6,1,0,1,1,0,0,0,0,0,56.25,389.1,1,True,False,False,True,False,False,False,False,True,False
1714,1,0,0,0,68,1,1,1,1,1,0,0,1,0,76.75,5233.25,0,True,False,False,False,True,False,False,True,False,False
2562,1,0,1,1,66,0,0,0,0,0,1,1,1,0,50.55,3364.55,0,True,False,False,False,False,True,True,False,False,False
1795,0,0,1,0,19,1,1,0,0,1,0,0,1,0,89.65,1761.05,1,False,True,False,True,False,False,False,False,False,True
5411,0,1,1,0,1,0,0,0,0,0,0,0,0,1,24.8,24.8,1,True,False,False,True,False,False,False,False,True,False
6145,0,0,1,1,67,0,0,1,1,1,1,1,0,0,54.2,3623.95,0,True,False,False,False,False,True,False,True,False,False
1098,1,0,1,1,67,1,1,1,1,0,1,0,0,0,89.55,6038.55,0,False,True,False,False,True,False,False,False,True,False
4900,1,1,1,0,37,1,1,0,0,0,0,1,0,1,85.7,3171.15,1,False,True,False,True,False,False,False,False,True,False
4086,0,0,1,0,72,1,1,1,1,1,1,1,0,0,79.2,5401.9,0,True,False,False,False,False,True,False,True,False,False
2752,1,0,1,1,31,0,0,1,0,0,1,0,0,0,35.4,1077.5,1,True,False,False,True,False,False,True,False,False,False
4956,0,1,0,0,8,1,0,0,0,1,0,1,1,1,94.45,742.95,1,False,True,False,True,False,False,False,True,False,False
4239,1,0,1,1,56,0,0,0,1,1,0,0,0,1,36.1,1971.5,0,True,False,False,False,True,False,False,True,False,False
3934,0,0,0,1,10,0,0,1,1,0,1,0,0,0,40.25,411.45,0,True,False,False,False,True,False,False,False,False,True
5967,1,1,0,0,4,0,0,0,0,0,0,0,0,1,25.2,102.5,1,True,False,False,True,False,False,True,False,False,False
5929,1,1,1,0,62,1,1,1,1,1,0,0,0,1,89.1,5618.3,0,False,True,False,True,False,False,False,False,True,False
